,rider_provider,CashAndCashEquivalents,MarketableSecurities,TotalCurrentAssets,TotalAssets,PropertyAndEquipmentNet,Goodwill,TotalCurrentLiabilities,SharesOutstanding,TotalStockholdersEquity,TotalEquity,GrossProfit,TotalOperatingExpenses,NetIncome,GrossPropertyAndEquipment,StockPrice,SalesAndMarketing,TotalDebt,Revenues,CostOfSales,OperatingIncome,NetLoss,RecurringRevenue,ARR,GAAPRevenue,NonGAAPEarnings,MRR,FilingDate,DocURL
1,1046327_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-15,https://www.sec.gov/Archives/edgar/data/1046327/000104632721000018/rnwk-20201231.htm
1,1046327_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-30,https://www.sec.gov/Archives/edgar/data/1046327/000104632720000024/rnwk-20191231.htm
1,1286225_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-01,https://www.sec.gov/Archives/edgar/data/1286225/000128622521000007/rp-20201231.htm
1,1286225_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,https://www.sec.gov/Archives/edgar/data/1286225/000128622520000011/rp-20191231x10k.htm
1,1384905_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1384905/000138490521000007/rng-20201231.htm
1,1384905_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-26,https://www.sec.gov/Archives/edgar/data/1384905/000138490520000008/rng-20191231x10k.htm
1,1167419_2021,,,,,,,,,,,,,,,19.13,,,,,,,,,,,,2021-03-31,https://www.sec.gov/Archives/edgar/data/1167419/000107997321000221/riot10k1220.htm
1,823546_2021,,,,,,,,,,,,2363582.0,-2363582.0,,,,,,,-2363582.0,,,-2363582.0,,,,2021-07-22,https://www.sec.gov/Archives/edgar/data/823546/000149315221017524/form10-k.htm
1,823546_2020,,,7838.0,7838.0,,,70315.0,,-62477.0,7838.0,,,-125039.0,,,,,,,-125039.0,,,-125039.0,,,,2020-06-26,https://www.sec.gov/Archives/edgar/data/823546/000149315220011893/form10-k.htm
1,1627857_2021,,,,,,,,,,,,,17.0,,,,,,,,,,17.0,,,,2021-02-25,https://www.sec.gov/Archives/edgar/data/1627857/000162828021003310/sail-20201231.htm
1,1627857_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-24,https://www.sec.gov/Archives/edgar/data/1627857/000156459020006045/sail-10k_20191231.htm
1,1108524_2021,6195000000.0,5771000000.0,21889000000.0,66301000000.0,2459000000.0,26318000000.0,17728000000.0,919000000.0,41493000000.0,66301000000.0,15814000000.0,15359000000.0,4072000000.0,4414000000.0,,9674000000.0,,21252000000.0,5438000000.0,455000000.0,,,4072000000.0,,,,2021-03-17,https://www.sec.gov/Archives/edgar/data/1108524/000110852422000008/crm-20210131.htm
1,1108524_2020,4145000000.0,3802000000.0,15963000000.0,55126000000.0,2375000000.0,25134000000.0,14845000000.0,893000000.0,33885000000.0,55126000000.0,12863000000.0,12566000000.0,126000000.0,4176000000.0,,7930000000.0,,17098000000.0,4235000000.0,297000000.0,,,126000000.0,,,,2020-03-05,https://www.sec.gov/Archives/edgar/data/1108524/000110852420000014/crm-20200131.htm
1,1019671_2021,5856000.0,252000.0,25889000.0,50408000.0,605000.0,10577000.0,12179000.0,,246446000.0,50408000.0,9930000.0,31451000.0,-21759000.0,10309000.0,,6420000.0,,21999000.0,8513000.0,-21521000.0,,,-21759000.0,,,,2021-04-15,https://www.sec.gov/Archives/edgar/data/1019671/000156459021018886/seac-10k_20210131.htm
1,1468666_2021,220300000.0,,346214000.0,1045361000.0,17143000.0,425861000.0,294340000.0,70000000.0,917344000.0,1045361000.0,318867000.0,351702000.0,-26.6,81727000.0,13.84,144934000.0,,561034000.0,242167000.0,-32835000.0,,,-26.6,,,,2021-03-25,https://www.sec.gov/Archives/edgar/data/1468666/000146866621000012/scwx-20210129.htm
1,1468666_2020,181838000.0,,321831000.0,1048031000.0,27606000.0,416487000.0,293392000.0,,896983000.0,1048031000.0,299969000.0,352143000.0,-45.3,81055000.0,15.73,157674000.0,,552765000.0,252796000.0,-52174000.0,,,-45.3,,,,2020-03-27,https://www.sec.gov/Archives/edgar/data/1468666/000146866620000019/scwx10-kfy2020x01312020.htm
1,1373715_2021,,,,,,,,,,,,,,,,,,536679000.0,,,,,,,,,2021-02-12,https://www.sec.gov/Archives/edgar/data/1373715/000137371521000061/now-20201231.htm
1,1373715_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-20,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000072/now-20191231x10kxinpro.htm
1,1506439_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-30,https://www.sec.gov/Archives/edgar/data/1506439/000165495421003521/shsp_10k.htm
1,1351636_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-29,https://www.sec.gov/Archives/edgar/data/1351636/000156459021016134/ssti-10k_20201231.htm
1,1764925_2021,1081357000.0,505895000.0,1884393000.0,2433700000.0,87908000.0,76204000.0,697118000.0,501494000.0,834793000.0,2433700000.0,780918000.0,1064002000.0,-300422000.0,147571000.0,42.17,460709000.0,,902610000.0,,-283084000.0,,,-300422000.0,,,,2021-03-19,https://www.sec.gov/Archives/edgar/data/1764925/000176492521000050/work-20210131.htm
1,1764925_2020,499008000.0,269593000.0,970403000.0,1441706000.0,102340000.0,48598000.0,519940000.0,,708810000.0,1441706000.0,533231000.0,1121509000.0,-571058000.0,143923000.0,,402780000.0,,630422000.0,,-588278000.0,,,-571058000.0,,,,2020-03-12,https://www.sec.gov/Archives/edgar/data/1764925/000176492520000251/a1312010-k.htm
1,1366561_2021,442200000.0,,558372000.0,911789000.0,28613000.0,125605000.0,307723000.0,123272902.0,898366000.0,911789000.0,299974000.0,420446000.0,-114979000.0,44668000.0,,230281000.0,,385513000.0,85539000.0,-120472000.0,,,-114979000.0,,,,2021-03-25,https://www.sec.gov/Archives/edgar/data/1366561/000136656121000036/smar-20210131.htm
1,1366561_2020,515924000.0,,630962000.0,797714000.0,26981000.0,16497000.0,233240000.0,118194159.0,770518000.0,797714000.0,217982000.0,321756000.0,-95940000.0,48399000.0,,176060000.0,,270882000.0,52900000.0,-103774000.0,,,-95940000.0,,,,2020-03-31,https://www.sec.gov/Archives/edgar/data/1366561/000136656120000019/fy2020smar10-k.htm
1,948708_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-08,https://www.sec.gov/Archives/edgar/data/948708/000156459021011475/smsi-10k_20201231.htm
1,1640147_2021,820177000.0,4253162000.0,4300652000.0,5921739000.0,68968000.0,8449000.0,789264000.0,176543188.0,6175425000.0,5921739000.0,349461000.0,893398000.0,-539102000.0,80922000.0,,479317000.0,,592049000.0,242588000.0,-543937000.0,,,-539102000.0,,,,2021-03-31,https://www.sec.gov/Archives/edgar/data/1640147/000164014721000073/snow-20210131.htm
1,1739942_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-01,https://www.sec.gov/Archives/edgar/data/1739942/000173994221000043/swi-20201231.htm
1,1739942_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-24,https://www.sec.gov/Archives/edgar/data/1739942/000173994220000011/swi-2019123110xk.htm
1,1029744_2021,9989000.0,,17405000.0,24015000.0,2798000.0,,14016000.0,9052105.0,213278000.0,24015000.0,24873000.0,24066000.0,3077000.0,11166000.0,,11970000.0,,35167000.0,10294000.0,807000.0,,,3077000.0,,,,2021-12-09,https://www.sec.gov/Archives/edgar/data/1029744/000143774921028230/sofo20210930_10k.htm
1,1353283_2021,1771064000.0,87847000.0,3272380000.0,5868486000.0,182780000.0,1334888000.0,1524748000.0,163147139.0,4063885000.0,5868486000.0,1682040000.0,2462226000.0,,308521000.0,,1336056000.0,,2229385000.0,547345000.0,-780186000.0,,,,,,,2021-03-31,https://www.sec.gov/Archives/edgar/data/1353283/000135328321000009/splk-20210131.htm
1,1353283_2020,778653000.0,1005146000.0,2822815000.0,5439471000.0,156928000.0,1292840000.0,1312296000.0,,3566055000.0,5439471000.0,1929138000.0,2216275000.0,,280425000.0,,1263873000.0,,2358926000.0,429788000.0,-287137000.0,,,,,,,2020-03-26,https://www.sec.gov/Archives/edgar/data/1353283/000135328320000008/a01312010k.htm
1,1517375_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-24,https://www.sec.gov/Archives/edgar/data/1517375/000151737521000009/spt-20201231.htm
1,1092699_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-23,https://www.sec.gov/Archives/edgar/data/1092699/000156459021007614/spsc-10k_20201231.htm
1,1092699_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-25,https://www.sec.gov/Archives/edgar/data/1092699/000156459020006450/spsc-10k_20191231.htm
1,1402436_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,https://www.sec.gov/Archives/edgar/data/1402436/000156459021008862/ssnc-10k_20201231.htm
1,1402436_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/1402436/000156459020007695/ssnc-10k_20191231.htm
1,1643269_2021,404140000.0,,475310000.0,570507000.0,4156000.0,50672000.0,130773000.0,102484000.0,829238000.0,570507000.0,146145000.0,223804000.0,-80297000.0,9781000.0,,109190000.0,,202637000.0,,-77659000.0,,,-80297000.0,,,,2021-03-12,https://www.sec.gov/Archives/edgar/data/1643269/000164326921000006/sumo-20210131.htm
1,1739936_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-18,https://www.sec.gov/Archives/edgar/data/1739936/000156459021006682/svmk-10k_20201231.htm
1,1739936_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-27,https://www.sec.gov/Archives/edgar/data/1739936/000156459020007349/svmk-10k_20191231.htm
1,1131554_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-16,https://www.sec.gov/Archives/edgar/data/1131554/000113155421000012/sncr-20201231.htm
1,883241_2021,1432840000.0,172934000.0,2808341000.0,8752260000.0,472398000.0,3575785000.0,2413484000.0,153062000.0,5295137000.0,8752260000.0,3342416000.0,2607626000.0,757516000.0,1276745000.0,,712491000.0,,4204193000.0,542114000.0,1281389000.0,,,757516000.0,,,,2021-12-13,https://www.sec.gov/Archives/edgar/data/883241/000088324121000022/snps-20211031.htm
1,883241_2020,1235653000.0,,2549217000.0,8030062000.0,483818000.0,3365114000.0,2139922000.0,,4907404000.0,8030062000.0,2890591000.0,2270450000.0,664347000.0,1253348000.0,,632010000.0,,3685281000.0,487307000.0,1031630000.0,,,664347000.0,,,,2020-12-15,https://www.sec.gov/Archives/edgar/data/883241/000088324120000015/snps10312010-k.htm
1,1660280_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-23,https://www.sec.gov/Archives/edgar/data/1660280/000166028021000027/tenb-20201231.htm
1,1660280_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/1660280/000166028020000012/q42019tenablefinancial.htm
1,816761_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/816761/000081676121000009/tdc-20201231.htm
1,816761_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/816761/000081676120000008/tdc-12311910xk.htm
1,1671933_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19,https://www.sec.gov/Archives/edgar/data/1671933/000156459021006726/ttd-10k_20201231.htm
1,1671933_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-28,https://www.sec.gov/Archives/edgar/data/1671933/000156459020007498/ttd-10k_20191231.htm
1,1447669_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-26,https://www.sec.gov/Archives/edgar/data/1447669/000144766921000070/twlo-20201231.htm
1,1447669_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,https://www.sec.gov/Archives/edgar/data/1447669/000144766920000045/twlo-20191231x10k.htm
1,860731_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-19,https://www.sec.gov/Archives/edgar/data/860731/000086073121000014/tyl-20201231.htm
1,860731_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-19,https://www.sec.gov/Archives/edgar/data/860731/000086073120000008/tyl12312019-10k.htm
1,1810806_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-05,https://www.sec.gov/Archives/edgar/data/1810806/000181080621000052/unity-20201231.htm
1,1505155_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,https://www.sec.gov/Archives/edgar/data/1505155/000150515521000011/upld-20201231.htm
1,1505155_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-02,https://www.sec.gov/Archives/edgar/data/1505155/000150515520000015/upld-20191231.htm
1,1361113_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-09,https://www.sec.gov/Archives/edgar/data/1361113/000162828021001677/vrns-20201231.htm
1,1361113_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-11,https://www.sec.gov/Archives/edgar/data/1361113/000162828020001362/vrns-12312019x10k.htm
